route,date,day_of_week,days_prior,competitor_price,price,bookings,capacity,is_weekend
SFO-JFK,2026-03-26,3,39,285.66,298.7,144,200,0
JFK-SFO,2026-03-21,5,34,383.59,454.09,106,200,1
DXB-LHR,2026-05-10,6,84,904.84,867.58,155,200,1
SFO-JFK,2026-05-11,0,85,290.25,337.24,111,200,0
LHR-DXB,2026-03-30,0,43,685.29,590.35,200,200,0
JFK-SFO,2026-02-25,2,10,351.01,318.97,186,200,0
DXB-LHR,2026-04-15,2,59,682.2,794.04,101,200,0
DXB-LHR,2026-03-15,6,28,845.27,857.73,132,200,1
JFK-LHR,2026-05-02,5,76,673.01,505.56,200,200,1
LHR-DXB,2026-04-25,5,69,783.45,861.18,125,200,1
JFK-LHR,2026-04-18,5,62,575.49,659.55,122,200,1
JFK-LHR,2026-03-02,0,15,571.63,612.58,134,200,0
JFK-LHR,2026-04-04,5,48,566.56,725.33,82,200,1
JFK-SFO,2026-04-08,2,52,292.69,284.68,158,200,0
LHR-JFK,2026-05-15,4,89,470.18,497.72,132,200,0
SFO-JFK,2026-04-23,3,67,278.17,354.53,96,200,0
LHR-JFK,2026-04-06,0,50,533.63,451.29,200,200,0
LHR-JFK,2026-03-15,6,28,653.54,546.3,200,200,1
LHR-DXB,2026-04-29,2,73,648.19,752.22,101,200,0
SFO-JFK,2026-02-23,0,8,400.72,380.44,182,200,0
DXB-LHR,2026-05-16,5,90,851.03,859.66,148,200,1
LHR-DXB,2026-04-02,3,46,671.74,780.42,121,200,0
DXB-LHR,2026-03-02,0,15,835.83,941.76,106,200,0
DXB-LHR,2026-05-05,1,79,671.98,851.5,91,200,0
JFK-LHR,2026-04-03,4,47,507.41,579.45,109,200,0
DXB-LHR,2026-04-27,0,71,650.58,598.3,173,200,0
LHR-JFK,2026-04-15,2,59,559.26,539.7,173,200,0
DXB-LHR,2026-04-29,2,73,757.71,681.14,194,200,0
LHR-JFK,2026-03-26,3,39,554.41,460.37,200,200,0
DXB-LHR,2026-05-16,5,90,841.95,838.9,151,200,1
LHR-JFK,2026-03-15,6,28,671.79,566.05,200,200,1
JFK-LHR,2026-04-02,3,46,511.6,446.32,200,200,0
JFK-SFO,2026-02-20,4,5,412.73,414.34,142,200,0
JFK-SFO,2026-05-02,5,76,337.96,335.99,164,200,1
SFO-JFK,2026-03-30,0,43,343.77,374.68,122,200,0
LHR-JFK,2026-04-30,3,74,551.49,607.93,131,200,0
JFK-SFO,2026-04-09,3,53,319.2,250.44,200,200,0
LHR-DXB,2026-04-14,1,58,707.98,653.65,192,200,0
LHR-DXB,2026-03-03,1,16,791.82,629.17,200,200,0
DXB-LHR,2026-04-14,1,58,712.76,684.93,149,200,0
LHR-JFK,2026-03-15,6,28,620.63,560.05,189,200,1
LHR-DXB,2026-05-11,0,85,647.12,644.53,141,200,0
SFO-JFK,2026-05-11,0,85,336.46,271.35,200,200,0
JFK-SFO,2026-05-01,4,75,324.55,349.27,135,200,0
SFO-JFK,2026-04-15,2,59,317.89,322.38,141,200,0
DXB-LHR,2026-05-03,6,77,886.53,858.61,155,200,1
LHR-JFK,2026-03-01,6,14,682.17,643.96,152,200,1
SFO-JFK,2026-04-30,3,74,332.48,266.72,200,200,0
JFK-SFO,2026-05-14,3,88,298.27,249.8,200,200,0
LHR-DXB,2026-05-13,2,87,755.99,748.76,163,200,0
SFO-JFK,2026-03-10,1,23,308.24,345.35,107,200,0
JFK-LHR,2026-05-12,1,86,533.32,589.77,128,200,0
LHR-DXB,2026-03-08,6,21,907.39,1064.56,102,200,1
JFK-SFO,2026-05-13,2,87,307.99,289.13,176,200,0
JFK-LHR,2026-04-02,3,46,566.92,569.9,138,200,0
SFO-JFK,2026-03-10,1,23,309.77,293.22,152,200,0
JFK-SFO,2026-04-13,0,57,297.47,255.24,200,200,0
DXB-LHR,2026-04-18,5,62,862.57,965.42,125,200,1
DXB-LHR,2026-03-15,6,28,952.93,1000.84,127,200,1
LHR-DXB,2026-02-20,4,5,923.36,854.96,158,200,0
SFO-JFK,2026-03-03,1,16,338.63,287.66,200,200,0
LHR-JFK,2026-03-05,3,18,600.85,610.76,145,200,0
JFK-SFO,2026-02-25,2,10,387.45,356.89,189,200,0
LHR-JFK,2026-03-01,6,14,612.72,810.54,79,200,1
JFK-LHR,2026-05-10,6,84,566.72,633.05,126,200,1
DXB-LHR,2026-05-04,0,78,676.43,666.13,141,200,0
LHR-DXB,2026-03-11,2,24,682.75,858.73,91,200,0
DXB-LHR,2026-04-08,2,52,720.89,614.35,200,200,0
LHR-DXB,2026-02-25,2,10,809.37,951.82,97,200,0
DXB-LHR,2026-03-15,6,28,926.9,920.72,148,200,1
JFK-LHR,2026-04-19,6,63,602.79,561.95,167,200,1
DXB-LHR,2026-03-06,4,19,786.93,810.45,154,200,0
JFK-SFO,2026-04-22,2,66,296.1,255.96,200,200,0
JFK-SFO,2026-03-11,2,24,302.79,294.08,146,200,0
JFK-LHR,2026-03-20,4,33,563.75,434.19,200,200,0
DXB-LHR,2026-05-13,2,87,782.01,837.85,136,200,0
JFK-LHR,2026-05-06,2,80,464.57,500.66,137,200,0
DXB-LHR,2026-05-04,0,78,669.82,633.61,162,200,0
SFO-JFK,2026-03-07,5,20,427.76,325.09,200,200,1
JFK-SFO,2026-03-10,1,23,352.64,294.59,200,200,0
LHR-JFK,2026-03-11,2,24,543.64,540.94,155,200,0
DXB-LHR,2026-04-10,4,54,697.56,678.25,160,200,0
JFK-SFO,2026-03-26,3,39,285.02,265.91,164,200,0
SFO-JFK,2026-04-18,5,62,404.71,321.14,200,200,1
JFK-LHR,2026-04-07,1,51,489.19,417.54,200,200,0
JFK-LHR,2026-04-23,3,67,555.25,578.14,147,200,0
JFK-LHR,2026-02-21,5,6,799.59,868.92,128,200,1
LHR-DXB,2026-04-18,5,62,792.34,946.83,108,200,1
DXB-LHR,2026-02-22,6,7,980.87,968.97,157,200,1
SFO-JFK,2026-04-02,3,46,309.42,363.44,102,200,0
LHR-DXB,2026-04-30,3,74,768.58,648.29,200,200,0
LHR-DXB,2026-03-10,1,23,733.76,735.51,148,200,0
LHR-JFK,2026-05-16,5,90,604.14,667.01,121,200,1
LHR-JFK,2026-02-19,3,4,670.24,694.13,136,200,0
SFO-JFK,2026-02-23,0,8,365.96,404.61,120,200,0
JFK-LHR,2026-05-06,2,80,487.41,522.64,120,200,0
DXB-LHR,2026-05-11,0,85,688.13,675.29,159,200,0
LHR-DXB,2026-04-16,3,60,706.09,748.56,146,200,0
SFO-JFK,2026-04-01,2,45,343.23,310.98,182,200,0
JFK-SFO,2026-05-01,4,75,333.32,367.49,133,200,0
DXB-LHR,2026-04-14,1,58,712.45,592.71,200,200,0
DXB-LHR,2026-03-28,5,41,881.6,1044.59,100,200,1
LHR-DXB,2026-05-14,3,88,722.71,745.37,129,200,0
JFK-LHR,2026-03-27,4,40,505.16,603.63,99,200,0
JFK-LHR,2026-04-07,1,51,467.47,469.42,146,200,0
DXB-LHR,2026-04-28,1,72,674.79,598.13,191,200,0
LHR-JFK,2026-05-16,5,90,619.49,705.65,113,200,1
JFK-LHR,2026-04-06,0,50,535.79,608.72,105,200,0
SFO-JFK,2026-03-18,2,31,332.22,350.31,130,200,0
JFK-LHR,2026-03-28,5,41,666.2,752.17,109,200,1
SFO-JFK,2026-05-15,4,89,281.87,356.18,96,200,0
JFK-SFO,2026-03-01,6,14,390.41,489.55,91,200,1
JFK-LHR,2026-03-12,3,25,556.39,488.04,200,200,0
SFO-JFK,2026-03-20,4,33,344.87,363.26,147,200,0
LHR-JFK,2026-04-26,6,70,647.42,717.92,114,200,1
JFK-SFO,2026-04-14,1,58,279.26,277.67,151,200,0
LHR-JFK,2026-03-27,4,40,562.09,479.1,187,200,0
LHR-DXB,2026-03-04,2,17,747.97,777.06,150,200,0
LHR-JFK,2026-03-20,4,33,548.79,477.91,200,200,0
DXB-LHR,2026-02-24,1,9,793.16,771.2,149,200,0
LHR-JFK,2026-05-15,4,89,477.48,574.17,113,200,0
DXB-LHR,2026-02-25,2,10,854.03,686.21,200,200,0
SFO-JFK,2026-04-05,6,49,344.89,325.06,167,200,1
JFK-LHR,2026-04-02,3,46,478.17,561.63,108,200,0
JFK-SFO,2026-05-12,1,86,293.09,332.63,117,200,0
LHR-DXB,2026-02-22,6,7,1144.94,919.06,200,200,1
LHR-JFK,2026-03-04,2,17,524.39,656.95,103,200,0
SFO-JFK,2026-04-20,0,64,296.1,344.38,103,200,0
LHR-DXB,2026-03-16,0,29,768.93,819.12,139,200,0
JFK-LHR,2026-03-06,4,19,584.36,479.6,200,200,0
JFK-LHR,2026-03-23,0,36,579.11,470.07,200,200,0
JFK-SFO,2026-04-15,2,59,284.51,296.57,131,200,0
JFK-LHR,2026-03-24,1,37,514.12,543.36,137,200,0
LHR-JFK,2026-02-26,3,11,605.81,607.3,149,200,0
SFO-JFK,2026-03-26,3,39,345.47,350.1,150,200,0
SFO-JFK,2026-04-04,5,48,381.38,396.26,136,200,1
JFK-SFO,2026-02-23,0,8,392.07,345.1,175,200,0
SFO-JFK,2026-05-14,3,88,335.47,353.12,144,200,0
DXB-LHR,2026-03-15,6,28,978.08,720.4,200,200,1
DXB-LHR,2026-03-13,4,26,691.91,892.14,84,200,0
LHR-JFK,2026-03-07,5,20,659.75,629.65,162,200,1
LHR-JFK,2026-04-12,6,56,656.45,638.1,154,200,1
LHR-DXB,2026-04-17,4,61,782.5,864.15,113,200,0
LHR-DXB,2026-02-22,6,7,1080.5,1150.86,127,200,1
SFO-JFK,2026-03-03,1,16,320.28,306.01,176,200,0
JFK-SFO,2026-03-02,0,15,351.78,356.92,146,200,0
SFO-JFK,2026-03-03,1,16,314.37,309.44,142,200,0
LHR-DXB,2026-02-24,1,9,761.1,730.61,174,200,0
LHR-JFK,2026-05-03,6,77,605.79,629.62,133,200,1
LHR-DXB,2026-02-20,4,5,883.74,890.8,143,200,0
DXB-LHR,2026-03-25,2,38,724.57,832.69,109,200,0
LHR-DXB,2026-03-28,5,41,891.34,975.46,126,200,1
LHR-DXB,2026-05-04,0,78,667.52,590.89,197,200,0
LHR-DXB,2026-03-30,0,43,792.38,873.02,120,200,0
SFO-JFK,2026-04-03,4,47,307.8,366.32,97,200,0
SFO-JFK,2026-03-04,2,17,313.67,374.49,108,200,0
SFO-JFK,2026-03-28,5,41,399.81,336.99,200,200,1
JFK-LHR,2026-03-16,0,29,525.17,620.3,116,200,0
LHR-JFK,2026-05-13,2,87,514.5,519.91,133,200,0
JFK-SFO,2026-03-23,0,36,343.44,370.12,121,200,0
LHR-DXB,2026-04-07,1,51,737.69,768.4,144,200,0
LHR-DXB,2026-02-25,2,10,851.95,929.27,130,200,0
JFK-LHR,2026-02-17,1,2,890.78,801.42,181,200,0
JFK-LHR,2026-03-23,0,36,529.27,425.07,200,200,0
SFO-JFK,2026-05-04,0,78,287.64,342.9,107,200,0
DXB-LHR,2026-04-13,0,57,796.16,828.46,148,200,0
JFK-LHR,2026-05-15,4,89,514.51,511.37,159,200,0
LHR-DXB,2026-04-15,2,59,747.51,663.54,189,200,0
JFK-LHR,2026-02-22,6,7,698.43,621.63,176,200,1
LHR-DXB,2026-03-10,1,23,689.46,793.36,109,200,0
LHR-JFK,2026-04-06,0,50,499.24,562.18,111,200,0
SFO-JFK,2026-03-10,1,23,303.68,374.46,96,200,0
LHR-DXB,2026-05-03,6,77,845.68,785.73,159,200,1
LHR-DXB,2026-04-04,5,48,946.63,876.12,182,200,1
LHR-JFK,2026-05-02,5,76,561.23,695.6,97,200,1
JFK-LHR,2026-03-06,4,19,524.95,471.43,174,200,0
DXB-LHR,2026-04-05,6,49,930.3,948.72,144,200,1
JFK-LHR,2026-04-22,2,66,494.27,435.28,200,200,0
SFO-JFK,2026-03-10,1,23,307.69,350.45,122,200,0
SFO-JFK,2026-03-16,0,29,348.37,290.54,200,200,0
LHR-DXB,2026-05-10,6,84,913.54,1013.43,120,200,1
JFK-LHR,2026-03-13,4,26,562.31,618.8,135,200,0
LHR-DXB,2026-03-24,1,37,755.3,789.67,138,200,0
SFO-JFK,2026-03-06,4,19,344.09,315.96,190,200,0
SFO-JFK,2026-04-12,6,56,390.16,376.03,155,200,1
SFO-JFK,2026-03-31,1,44,343.68,285.98,197,200,0
JFK-LHR,2026-03-29,6,42,631.54,624.46,161,200,1
DXB-LHR,2026-05-01,4,75,662.14,791.89,115,200,0
SFO-JFK,2026-04-12,6,56,400.42,405.83,142,200,1
JFK-SFO,2026-04-03,4,47,327.49,348.7,121,200,0
DXB-LHR,2026-04-10,4,54,786.18,770.04,161,200,0
DXB-LHR,2026-02-26,3,11,780.56,686.87,191,200,0
LHR-JFK,2026-02-28,5,13,749.3,773.4,138,200,1
LHR-JFK,2026-03-24,1,37,556.9,568.08,140,200,0
DXB-LHR,2026-03-03,1,16,835.37,900.11,132,200,0
JFK-LHR,2026-05-01,4,75,483.26,490.18,153,200,0
SFO-JFK,2026-03-25,2,38,341.99,296.01,200,200,0
JFK-SFO,2026-04-09,3,53,325.47,366.38,126,200,0
DXB-LHR,2026-04-25,5,69,834.91,850.72,135,200,1
JFK-SFO,2026-03-09,0,22,304.08,339.83,117,200,0
JFK-LHR,2026-04-30,3,74,538.23,471.95,183,200,0
LHR-DXB,2026-03-25,2,38,753.07,836.18,121,200,0
SFO-JFK,2026-03-30,0,43,320.76,318.99,159,200,0
LHR-DXB,2026-04-28,1,72,680.19,599.84,200,200,0
SFO-JFK,2026-05-14,3,88,320.6,283.83,200,200,0
LHR-DXB,2026-04-10,4,54,664.9,675.19,151,200,0
LHR-JFK,2026-05-04,0,78,485.39,591.12,98,200,0
JFK-LHR,2026-04-03,4,47,517.35,572.08,119,200,0
LHR-DXB,2026-04-04,5,48,881.98,1026.6,108,200,1
JFK-SFO,2026-03-13,4,26,318.55,375.71,104,200,0
JFK-LHR,2026-04-08,2,52,567.81,520.28,196,200,0
LHR-DXB,2026-02-27,4,12,776.61,702.38,173,200,0
SFO-JFK,2026-03-04,2,17,346.25,297.0,200,200,0
SFO-JFK,2026-02-21,5,6,483.04,382.86,200,200,1
LHR-JFK,2026-03-10,1,23,514.68,465.21,195,200,0
DXB-LHR,2026-04-22,2,66,694.75,698.17,150,200,0
JFK-LHR,2026-05-09,5,83,634.8,715.66,122,200,1
DXB-LHR,2026-03-20,4,33,729.02,650.39,196,200,0
LHR-DXB,2026-04-01,2,45,669.7,739.59,127,200,0
JFK-LHR,2026-04-26,6,70,660.64,518.58,200,200,1
DXB-LHR,2026-02-24,1,9,874.16,686.17,200,200,0
DXB-LHR,2026-05-15,4,89,781.97,579.6,200,200,0
DXB-LHR,2026-02-20,4,5,930.42,946.06,158,200,0
JFK-LHR,2026-03-31,1,44,531.24,499.86,181,200,0
JFK-LHR,2026-04-01,2,45,544.42,524.61,172,200,0
JFK-LHR,2026-05-08,4,82,479.32,563.92,109,200,0
SFO-JFK,2026-03-03,1,16,360.93,392.44,127,200,0
LHR-DXB,2026-02-20,4,5,910.92,834.92,186,200,0
SFO-JFK,2026-03-21,5,34,370.55,343.51,182,200,1
LHR-DXB,2026-03-11,2,24,824.18,619.49,200,200,0
SFO-JFK,2026-03-30,0,43,310.29,307.62,149,200,0
LHR-JFK,2026-05-14,3,88,476.5,535.66,110,200,0
JFK-LHR,2026-03-26,3,39,553.39,520.96,156,200,0
DXB-LHR,2026-03-18,2,31,790.76,865.36,114,200,0
SFO-JFK,2026-02-22,6,7,467.31,448.86,152,200,1
LHR-DXB,2026-05-07,3,81,681.6,836.56,97,200,0
SFO-JFK,2026-02-20,4,5,369.89,374.12,151,200,0
JFK-LHR,2026-04-17,4,61,537.46,420.42,200,200,0
JFK-LHR,2026-03-06,4,19,546.29,495.36,191,200,0
JFK-LHR,2026-04-08,2,52,479.15,485.87,153,200,0
LHR-DXB,2026-02-19,3,4,933.7,828.14,179,200,0
JFK-SFO,2026-03-24,1,37,338.04,297.95,200,200,0
JFK-SFO,2026-04-25,5,69,358.24,322.06,173,200,1
DXB-LHR,2026-05-06,2,80,726.83,712.84,148,200,0
JFK-LHR,2026-05-01,4,75,523.72,435.04,197,200,0
DXB-LHR,2026-03-06,4,19,701.11,754.07,122,200,0
DXB-LHR,2026-03-07,5,20,858.99,908.24,132,200,1
JFK-SFO,2026-03-08,6,21,360.98,353.43,146,200,1
LHR-DXB,2026-04-24,4,68,675.13,634.69,162,200,0
DXB-LHR,2026-02-22,6,7,1120.14,997.56,192,200,1
LHR-JFK,2026-05-09,5,83,665.02,558.84,200,200,1
JFK-SFO,2026-04-01,2,45,317.73,290.15,164,200,0
SFO-JFK,2026-02-23,0,8,378.1,435.78,106,200,0
LHR-JFK,2026-04-15,2,59,512.67,617.97,103,200,0
JFK-SFO,2026-04-08,2,52,335.11,336.4,149,200,0
JFK-SFO,2026-05-10,6,84,356.28,367.15,139,200,1
LHR-DXB,2026-04-15,2,59,734.88,761.99,144,200,0
JFK-LHR,2026-04-11,5,55,624.65,613.49,142,200,1
LHR-DXB,2026-03-19,3,32,802.48,614.85,200,200,0
JFK-LHR,2026-04-06,0,50,493.15,596.92,105,200,0
JFK-LHR,2026-04-29,2,73,521.34,559.07,119,200,0
SFO-JFK,2026-03-30,0,43,302.83,326.75,135,200,0
LHR-DXB,2026-05-08,4,82,699.74,708.44,144,200,0
JFK-SFO,2026-05-06,2,80,277.06,336.28,102,200,0
JFK-LHR,2026-02-16,0,1,1068.83,1189.31,130,200,0
SFO-JFK,2026-05-03,6,77,402.91,391.04,150,200,1
DXB-LHR,2026-04-15,2,59,788.21,834.05,121,200,0
DXB-LHR,2026-04-07,1,51,700.55,856.6,99,200,0
JFK-LHR,2026-04-04,5,48,590.51,607.37,138,200,1
DXB-LHR,2026-04-15,2,59,732.59,602.75,200,200,0
JFK-LHR,2026-05-01,4,75,525.19,469.01,178,200,0
JFK-SFO,2026-04-27,0,71,305.57,265.38,198,200,0
LHR-DXB,2026-04-30,3,74,734.51,826.37,108,200,0
LHR-DXB,2026-04-19,6,63,869.49,831.06,153,200,1
SFO-JFK,2026-04-01,2,45,322.22,293.26,173,200,0
LHR-JFK,2026-04-22,2,66,486.53,418.45,200,200,0
DXB-LHR,2026-03-26,3,39,671.28,833.42,99,200,0
JFK-SFO,2026-04-11,5,55,386.03,386.22,159,200,1
LHR-JFK,2026-04-30,3,74,537.07,468.91,191,200,0
JFK-SFO,2026-04-13,0,57,337.81,291.38,191,200,0
LHR-JFK,2026-05-03,6,77,587.54,737.54,104,200,1
LHR-JFK,2026-03-04,2,17,608.28,601.67,162,200,0
JFK-SFO,2026-03-04,2,17,302.66,370.51,109,200,0
JFK-LHR,2026-03-23,0,36,523.46,464.73,194,200,0
JFK-LHR,2026-03-12,3,25,491.42,596.96,108,200,0
SFO-JFK,2026-05-09,5,83,366.62,331.84,188,200,1
LHR-JFK,2026-04-16,3,60,473.88,441.34,178,200,0
LHR-DXB,2026-02-22,6,7,992.32,1182.52,96,200,1
SFO-JFK,2026-05-03,6,77,375.91,433.29,110,200,1
LHR-JFK,2026-05-01,4,75,480.82,599.8,91,200,0
JFK-SFO,2026-05-03,6,77,340.51,397.34,112,200,1
LHR-JFK,2026-03-13,4,26,574.15,569.72,140,200,0
JFK-LHR,2026-05-14,3,88,558.6,594.38,134,200,0
JFK-SFO,2026-03-14,5,27,352.48,365.62,132,200,1
DXB-LHR,2026-03-13,4,26,766.87,748.67,168,200,0
JFK-SFO,2026-03-24,1,37,338.4,300.5,188,200,0
LHR-DXB,2026-02-18,2,3,1024.09,888.48,195,200,0
LHR-JFK,2026-04-13,0,57,539.94,479.08,189,200,0
SFO-JFK,2026-03-13,4,26,329.82,313.1,150,200,0
SFO-JFK,2026-02-24,1,9,360.0,401.22,123,200,0
SFO-JFK,2026-02-22,6,7,442.34,429.52,146,200,1
DXB-LHR,2026-05-01,4,75,729.59,602.3,200,200,0
LHR-DXB,2026-03-10,1,23,819.05,700.22,200,200,0
LHR-JFK,2026-04-18,5,62,610.98,527.56,199,200,1
JFK-SFO,2026-03-14,5,27,424.15,378.37,189,200,1
JFK-SFO,2026-04-26,6,70,371.55,351.96,165,200,1
DXB-LHR,2026-03-14,5,27,845.56,805.89,157,200,1
LHR-JFK,2026-03-28,5,41,661.44,735.57,120,200,1
LHR-DXB,2026-04-23,3,67,744.48,614.16,200,200,0
LHR-DXB,2026-04-01,2,45,680.11,597.43,194,200,0
JFK-SFO,2026-03-04,2,17,360.45,398.75,129,200,0
JFK-LHR,2026-03-10,1,23,566.64,614.01,131,200,0
LHR-DXB,2026-05-04,0,78,767.74,714.29,189,200,0
JFK-SFO,2026-03-11,2,24,322.77,297.81,173,200,0
JFK-SFO,2026-04-03,4,47,299.35,292.59,155,200,0
LHR-DXB,2026-03-10,1,23,798.9,698.44,184,200,0
DXB-LHR,2026-05-02,5,76,941.43,989.46,147,200,1
DXB-LHR,2026-04-09,3,53,751.51,721.55,175,200,0
SFO-JFK,2026-03-18,2,31,326.68,270.52,200,200,0
JFK-SFO,2026-04-22,2,66,286.21,250.81,192,200,0
JFK-SFO,2026-02-18,2,3,426.33,532.07,86,200,0
SFO-JFK,2026-04-15,2,59,307.0,291.97,166,200,0
LHR-JFK,2026-05-04,0,78,534.31,494.1,178,200,0
JFK-SFO,2026-03-24,1,37,291.8,321.58,128,200,0
DXB-LHR,2026-02-24,1,9,766.71,786.39,147,200,0
DXB-LHR,2026-05-05,1,79,757.42,680.89,196,200,0
LHR-DXB,2026-05-02,5,76,842.87,725.45,200,200,1
LHR-JFK,2026-05-10,6,84,603.69,689.59,122,200,1
LHR-JFK,2026-05-05,1,79,521.64,494.58,161,200,0
DXB-LHR,2026-03-13,4,26,733.07,653.7,200,200,0
LHR-JFK,2026-05-14,3,88,498.58,469.86,155,200,0
LHR-JFK,2026-03-10,1,23,510.74,536.77,127,200,0
JFK-SFO,2026-04-09,3,53,313.22,331.87,141,200,0
JFK-SFO,2026-03-06,4,19,345.1,346.89,159,200,0
DXB-LHR,2026-02-22,6,7,1050.95,1003.15,162,200,1
JFK-LHR,2026-02-26,3,11,630.78,599.53,178,200,0
LHR-JFK,2026-05-09,5,83,604.95,651.14,133,200,1
JFK-LHR,2026-03-21,5,34,576.16,656.98,108,200,1
LHR-JFK,2026-03-06,4,19,546.18,441.76,200,200,0
SFO-JFK,2026-02-24,1,9,357.34,381.0,140,200,0
JFK-SFO,2026-04-02,3,46,317.47,358.21,129,200,0
JFK-SFO,2026-04-17,4,61,326.4,308.88,160,200,0
LHR-JFK,2026-05-08,4,82,500.42,599.27,114,200,0
JFK-SFO,2026-03-14,5,27,395.83,366.43,164,200,1
LHR-DXB,2026-03-15,6,28,818.08,786.89,151,200,1
JFK-SFO,2026-05-10,6,84,332.87,441.54,92,200,1
SFO-JFK,2026-03-04,2,17,338.03,308.82,191,200,0
LHR-DXB,2026-04-27,0,71,709.32,692.53,165,200,0
JFK-SFO,2026-04-14,1,58,289.1,285.27,159,200,0
SFO-JFK,2026-05-16,5,90,350.47,381.0,121,200,1
JFK-LHR,2026-04-17,4,61,521.31,492.07,182,200,0
SFO-JFK,2026-04-04,5,48,382.14,308.53,200,200,1
JFK-LHR,2026-02-21,5,6,712.77,630.71,200,200,1
SFO-JFK,2026-02-23,0,8,394.22,424.94,138,200,0
DXB-LHR,2026-03-09,0,22,751.26,734.87,162,200,0
SFO-JFK,2026-04-25,5,69,341.68,375.92,124,200,1
SFO-JFK,2026-03-03,1,16,343.84,300.9,191,200,0
LHR-JFK,2026-03-04,2,17,602.43,654.28,121,200,0
JFK-SFO,2026-05-01,4,75,295.25,366.87,89,200,0
JFK-LHR,2026-02-17,1,2,861.08,822.48,177,200,0
LHR-JFK,2026-04-06,0,50,486.17,574.26,103,200,0
JFK-LHR,2026-02-18,2,3,737.84,867.35,104,200,0
DXB-LHR,2026-03-22,6,35,935.44,795.7,199,200,1
LHR-DXB,2026-03-26,3,39,747.68,605.78,200,200,0
DXB-LHR,2026-04-27,0,71,673.77,620.58,173,200,0
DXB-LHR,2026-02-16,0,1,1317.09,1288.82,146,200,0
JFK-LHR,2026-04-19,6,63,584.03,604.69,144,200,1
JFK-LHR,2026-03-21,5,34,601.81,717.36,96,200,1
DXB-LHR,2026-02-19,3,4,915.63,1013.2,120,200,0
DXB-LHR,2026-03-02,0,15,735.79,816.21,113,200,0
JFK-LHR,2026-02-19,3,4,766.68,595.66,200,200,0
JFK-SFO,2026-03-10,1,23,310.52,287.42,180,200,0
JFK-LHR,2026-05-09,5,83,615.84,673.58,118,200,1
JFK-LHR,2026-04-13,0,57,561.48,528.73,158,200,0
LHR-JFK,2026-03-21,5,34,610.38,652.02,142,200,1
LHR-JFK,2026-05-01,4,75,485.8,532.23,118,200,0
DXB-LHR,2026-04-04,5,48,915.34,748.09,200,200,1
SFO-JFK,2026-03-02,0,15,355.48,348.47,169,200,0
JFK-SFO,2026-03-11,2,24,356.21,260.9,200,200,0
DXB-LHR,2026-04-27,0,71,717.16,811.98,111,200,0
LHR-DXB,2026-03-31,1,44,737.36,661.99,168,200,0
SFO-JFK,2026-02-19,3,4,440.47,435.75,163,200,0
DXB-LHR,2026-03-03,1,16,787.1,808.3,147,200,0
DXB-LHR,2026-05-08,4,82,769.94,733.64,159,200,0
DXB-LHR,2026-04-07,1,51,701.55,618.34,180,200,0
LHR-JFK,2026-03-06,4,19,526.59,440.94,200,200,0
DXB-LHR,2026-04-06,0,50,727.87,588.49,200,200,0
SFO-JFK,2026-05-04,0,78,309.9,332.21,131,200,0
JFK-LHR,2026-05-15,4,89,484.44,494.27,133,200,0
JFK-SFO,2026-04-22,2,66,331.96,321.46,167,200,0
SFO-JFK,2026-03-30,0,43,299.37,365.99,98,200,0
JFK-SFO,2026-02-25,2,10,370.74,407.18,123,200,0
LHR-DXB,2026-05-06,2,80,745.39,618.51,200,200,0
SFO-JFK,2026-05-14,3,88,298.6,315.4,137,200,0
LHR-JFK,2026-02-20,4,5,645.73,578.84,178,200,0
LHR-JFK,2026-03-22,6,35,576.98,691.61,103,200,1
DXB-LHR,2026-05-08,4,82,736.36,604.43,200,200,0
LHR-DXB,2026-05-08,4,82,657.68,577.37,180,200,0
JFK-LHR,2026-04-10,4,54,549.66,545.04,155,200,0
LHR-DXB,2026-05-09,5,83,779.16,830.9,120,200,1
LHR-DXB,2026-04-09,3,53,784.38,685.47,200,200,0
JFK-LHR,2026-02-28,5,13,655.74,784.21,97,200,1
JFK-LHR,2026-03-02,0,15,562.14,561.12,152,200,0
LHR-JFK,2026-05-14,3,88,535.43,443.61,200,200,0
JFK-SFO,2026-04-18,5,62,392.65,421.31,129,200,1
SFO-JFK,2026-03-24,1,37,335.86,333.07,150,200,0
JFK-LHR,2026-03-16,0,29,556.6,515.44,168,200,0
JFK-LHR,2026-03-23,0,36,493.88,541.48,116,200,0
DXB-LHR,2026-03-23,0,36,680.09,636.22,156,200,0
JFK-SFO,2026-04-16,3,60,300.36,343.8,109,200,0
LHR-JFK,2026-02-23,0,8,567.71,591.4,139,200,0
JFK-SFO,2026-03-19,3,32,290.77,260.17,199,200,0
SFO-JFK,2026-03-22,6,35,369.14,393.67,144,200,1
SFO-JFK,2026-04-13,0,57,280.01,286.99,140,200,0
JFK-SFO,2026-04-25,5,69,348.31,356.44,157,200,1
JFK-LHR,2026-05-14,3,88,478.82,433.67,177,200,0
LHR-DXB,2026-04-03,4,47,755.75,668.43,177,200,0
DXB-LHR,2026-04-15,2,59,718.19,687.91,157,200,0
LHR-JFK,2026-03-23,0,36,477.37,494.83,144,200,0
LHR-JFK,2026-05-06,2,80,498.07,518.88,141,200,0
LHR-JFK,2026-05-11,0,85,518.43,475.69,183,200,0
JFK-SFO,2026-03-24,1,37,342.29,270.86,200,200,0
